DoctorKey,DoctorID,FirstName,LastName,FullName,Gender,Specialization,Qualification,ExperienceYears,DepartmentKey,HospitalKey,ConsultationFee,IsActive
264,DOC0264,Catherine,Martinez,Dr. Catherine Martinez,Male,Ophthalmology,MD,20,7,15,771,True
265,DOC0265,Edward,Jenkins,Dr. Edward Jenkins,Male,Ophthalmology,MRCP,13,18,13,609,True
266,DOC0266,Barry,Ruiz,Dr. Barry Ruiz,Female,Orthopedics,MD,22,1,4,385,True
267,DOC0267,Lindsay,Costa,Dr. Lindsay Costa,Female,Neurology,MS,20,11,11,280,True
268,DOC0268,Sandra,Osborne,Dr. Sandra Osborne,Male,Urology,MCh,8,20,9,314,True
269,DOC0269,Kaitlyn,Thornton,Dr. Kaitlyn Thornton,Female,Cardiology,DM,12,18,14,70,True
270,DOC0270,John,Fisher,Dr. John Fisher,Male,Endocrinology,MD,6,13,5,71,True
271,DOC0271,David,Jenkins,Dr. David Jenkins,Male,Rheumatology,DO,33,20,15,632,True
272,DOC0272,Willie,Gillespie,Dr. Willie Gillespie,Male,Psychiatry,MBBS,27,9,6,682,False
273,DOC0273,Isaiah,Buchanan,Dr. Isaiah Buchanan,Female,Pediatrics,FACC,16,13,11,776,True
274,DOC0274,Meagan,Williamson,Dr. Meagan Williamson,Male,Oncology,MBBS,16,11,6,519,False
275,DOC0275,Joseph,Harrison,Dr. Joseph Harrison,Female,Nephrology,DM,4,1,11,746,True
276,DOC0276,Kaitlin,Barton,Dr. Kaitlin Barton,Male,Neurology,FACC,12,1,6,362,True
277,DOC0277,Miguel,Garcia,Dr. Miguel Garcia,Female,Gastroenterology,MD,37,18,13,240,True
278,DOC0278,Teresa,Allen,Dr. Teresa Allen,Female,Obstetrics,MBBS,2,4,10,234,True
279,DOC0279,Alexis,Lawrence,Dr. Alexis Lawrence,Male,Endocrinology,FRCS,6,8,5,227,True
280,DOC0280,Russell,Jimenez,Dr. Russell Jimenez,Male,Pediatrics,MBBS,33,13,15,608,True
281,DOC0281,Stephanie,Miller,Dr. Stephanie Miller,Male,Psychiatry,MRCP,21,12,11,57,True
282,DOC0282,Marco,Browning,Dr. Marco Browning,Female,Nephrology,MCh,2,11,7,759,True
283,DOC0283,Steven,Peters,Dr. Steven Peters,Male,Pediatrics,MRCP,20,20,3,631,True
284,DOC0284,Jeffrey,Leonard,Dr. Jeffrey Leonard,Male,Pathology,MS,30,16,15,335,True
285,DOC0285,Michael,Hubbard,Dr. Michael Hubbard,Male,Neurology,MD,14,19,12,576,True
286,DOC0286,Emily,Garcia,Dr. Emily Garcia,Female,Obstetrics,FACC,15,14,11,151,True
287,DOC0287,Peter,Lawrence,Dr. Peter Lawrence,Male,Emergency,FRCS,25,20,13,373,True
288,DOC0288,Karen,Simpson,Dr. Karen Simpson,Male,Orthopedics,FACC,24,13,10,131,True
289,DOC0289,Mark,Anderson,Dr. Mark Anderson,Non-binary,Pulmonology,DM,36,11,4,134,True
290,DOC0290,Christine,Harrison,Dr. Christine Harrison,Male,Pulmonology,MCh,10,17,4,54,True
291,DOC0291,Candace,Bell,Dr. Candace Bell,Female,Neurology,PhD,11,18,2,646,True
292,DOC0292,Olivia,Kane,Dr. Olivia Kane,Male,Oncology,MCh,7,2,1,607,True
293,DOC0293,Patricia,Hooper,Dr. Patricia Hooper,Male,Neurology,MS,26,19,11,719,True
294,DOC0294,Meagan,Gonzales,Dr. Meagan Gonzales,Female,Nephrology,DM,21,14,13,786,True
295,DOC0295,Lindsay,Skinner,Dr. Lindsay Skinner,Female,Radiology,DO,14,18,3,773,True
296,DOC0296,Kathleen,Smith,Dr. Kathleen Smith,Female,Neurology,MBBS,28,15,9,794,True
297,DOC0297,Benjamin,Maldonado,Dr. Benjamin Maldonado,Male,Oncology,DM,15,19,2,61,True
298,DOC0298,Stephanie,Evans,Dr. Stephanie Evans,Male,ICU,MS,8,6,7,638,True
299,DOC0299,Ernest,Haynes,Dr. Ernest Haynes,Male,Emergency,MBBS,22,4,12,592,True
300,DOC0300,Stephen,Hayes,Dr. Stephen Hayes,Male,Nephrology,MD,18,4,13,171,False
301,DOC0301,Tamara,Ramirez,Dr. Tamara Ramirez,Male,Dermatology,MCh,16,6,15,152,True
302,DOC0302,Karen,Sanchez,Dr. Karen Sanchez,Male,Oncology,MD,18,5,5,783,True
303,DOC0303,William,Trujillo,Dr. William Trujillo,Male,Radiology,DM,36,9,15,711,True
304,DOC0304,Janice,Parks,Dr. Janice Parks,Male,Cardiology,PhD,9,4,12,295,True
305,DOC0305,Bobby,Weaver,Dr. Bobby Weaver,Male,Endocrinology,MRCP,11,4,6,106,True
306,DOC0306,Elizabeth,Young,Dr. Elizabeth Young,Male,Radiology,MBBS,23,11,5,300,True
307,DOC0307,Franklin,Nelson,Dr. Franklin Nelson,Female,Dermatology,MCh,2,16,2,53,True
308,DOC0308,Christine,Reyes,Dr. Christine Reyes,Female,Oncology,MD,6,3,14,565,True
309,DOC0309,Evelyn,Raymond,Dr. Evelyn Raymond,Male,Ophthalmology,MCh,23,11,4,335,True
310,DOC0310,Lindsey,Turner,Dr. Lindsey Turner,Female,Pediatrics,MCh,20,14,5,86,True
311,DOC0311,Danny,Holland,Dr. Danny Holland,Female,Pulmonology,FRCS,26,15,7,784,True
312,DOC0312,Joshua,Robinson,Dr. Joshua Robinson,Male,ENT,MCh,5,3,3,669,True
313,DOC0313,Edward,Black,Dr. Edward Black,Male,Endocrinology,FACC,34,15,13,728,True
314,DOC0314,Mark,Olson,Dr. Mark Olson,Male,Urology,MD,19,1,11,797,True
315,DOC0315,Erin,Harvey,Dr. Erin Harvey,Male,ENT,MBBS,7,5,3,60,True
316,DOC0316,Elizabeth,Lee,Dr. Elizabeth Lee,Female,Oncology,MBBS,13,7,3,631,True
317,DOC0317,Tracy,Reid,Dr. Tracy Reid,Non-binary,ICU,DM,9,18,1,640,True
318,DOC0318,Ryan,Gallegos,Dr. Ryan Gallegos,Male,Pulmonology,MD,18,4,15,636,True
319,DOC0319,Steven,Thomas,Dr. Steven Thomas,Female,Obstetrics,MBBS,19,16,7,248,True
320,DOC0320,Karen,Morris,Dr. Karen Morris,Male,Emergency,MS,17,20,10,342,True
321,DOC0321,Lance,Craig,Dr. Lance Craig,Female,Endocrinology,FACC,18,20,3,746,True
322,DOC0322,Stephanie,Hernandez,Dr. Stephanie Hernandez,Female,ICU,MRCP,36,7,4,99,True
323,DOC0323,Dylan,Thomas,Dr. Dylan Thomas,Male,Nephrology,MBBS,38,2,9,530,True
324,DOC0324,Casey,Murphy,Dr. Casey Murphy,Male,Cardiology,FACC,20,5,4,644,True
325,DOC0325,Charles,Carter,Dr. Charles Carter,Female,Dermatology,MS,38,16,10,648,True
326,DOC0326,Jonathan,Mendoza,Dr. Jonathan Mendoza,Non-binary,Endocrinology,MCh,32,4,14,497,True
327,DOC0327,Christian,Baker,Dr. Christian Baker,Male,Pathology,DM,32,13,5,625,True
328,DOC0328,Erin,Hayden,Dr. Erin Hayden,Male,Psychiatry,MCh,9,8,10,732,True
329,DOC0329,Frederick,Fisher,Dr. Frederick Fisher,Male,Endocrinology,FRCS,18,16,14,624,True
330,DOC0330,Thomas,Hernandez,Dr. Thomas Hernandez,Female,Neurology,FRCS,14,13,14,136,True
331,DOC0331,Olivia,Wallace,Dr. Olivia Wallace,Female,Pulmonology,PhD,4,12,1,233,True
332,DOC0332,Karen,Allen,Dr. Karen Allen,Female,Oncology,DO,3,16,2,278,True
333,DOC0333,Lindsay,Stone,Dr. Lindsay Stone,Female,Dermatology,FRCS,25,20,15,307,True
334,DOC0334,John,Jones,Dr. John Jones,Female,Pathology,MD,17,8,14,320,True
335,DOC0335,April,Allen,Dr. April Allen,Female,Ophthalmology,DM,33,11,5,214,True
336,DOC0336,Karina,Williams,Dr. Karina Williams,Male,ENT,MD,27,13,8,562,True
337,DOC0337,Perry,Kane,Dr. Perry Kane,Female,Dermatology,FRCS,4,17,9,132,True
338,DOC0338,Joseph,Williams,Dr. Joseph Williams,Male,Gastroenterology,MCh,33,10,11,640,True
339,DOC0339,Elizabeth,Snyder,Dr. Elizabeth Snyder,Male,Urology,DO,20,8,12,543,True
340,DOC0340,Matthew,Chavez,Dr. Matthew Chavez,Female,Nephrology,PhD,23,17,6,770,True
341,DOC0341,Lindsey,Jimenez,Dr. Lindsey Jimenez,Female,Urology,MS,38,20,14,54,True
342,DOC0342,Edward,Medina,Dr. Edward Medina,Female,Psychiatry,MD,25,12,1,271,True
343,DOC0343,Donna,Carter,Dr. Donna Carter,Male,ICU,FACC,1,3,1,723,True
344,DOC0344,Sean,Powell,Dr. Sean Powell,Male,Ophthalmology,MS,7,6,15,420,True
345,DOC0345,Melissa,Valencia,Dr. Melissa Valencia,Male,Orthopedics,MD,17,10,3,470,True
346,DOC0346,Todd,Ramos,Dr. Todd Ramos,Male,Dermatology,DM,2,15,15,71,False
347,DOC0347,James,Carroll,Dr. James Carroll,Male,Dermatology,FACC,7,14,5,621,True
348,DOC0348,Terri,Petersen,Dr. Terri Petersen,Male,Gastroenterology,MS,31,17,6,239,True
349,DOC0349,Heather,Allen,Dr. Heather Allen,Male,Gastroenterology,FACC,6,1,1,772,True
350,DOC0350,Jose,Thompson,Dr. Jose Thompson,Female,Endocrinology,MCh,7,10,15,330,True
351,DOC0351,Thomas,Valencia,Dr. Thomas Valencia,Male,Obstetrics,MRCP,20,15,6,191,True
352,DOC0352,Patricia,Moore,Dr. Patricia Moore,Male,Emergency,DO,4,20,3,495,True
353,DOC0353,Patricia,Zhang,Dr. Patricia Zhang,Female,Dermatology,MBBS,10,3,8,408,True
354,DOC0354,Anthony,Davis,Dr. Anthony Davis,Male,ENT,PhD,37,18,3,403,True
355,DOC0355,Melissa,Jimenez,Dr. Melissa Jimenez,Female,Radiology,MCh,25,1,12,762,True
356,DOC0356,William,Wilson,Dr. William Wilson,Female,Cardiology,MS,38,4,2,323,True
357,DOC0357,Jennifer,Sanders,Dr. Jennifer Sanders,Male,ICU,PhD,14,17,8,348,True
358,DOC0358,Bernard,Vaughn,Dr. Bernard Vaughn,Female,Oncology,MD,25,16,6,518,True
359,DOC0359,Stephanie,Cox,Dr. Stephanie Cox,Female,Urology,DO,10,20,1,177,True
360,DOC0360,Samuel,Zhang,Dr. Samuel Zhang,Female,Ophthalmology,MRCP,15,13,1,671,True
361,DOC0361,Eric,Lyons,Dr. Eric Lyons,Female,Emergency,MBBS,7,13,8,222,True
362,DOC0362,Samantha,Allen,Dr. Samantha Allen,Female,Radiology,MCh,33,11,6,231,True
363,DOC0363,Stacie,Diaz,Dr. Stacie Diaz,Female,Emergency,DO,8,11,2,58,True
364,DOC0364,Patricia,Alvarez,Dr. Patricia Alvarez,Male,Orthopedics,MBBS,8,11,3,307,True
365,DOC0365,Amanda,Hampton,Dr. Amanda Hampton,Female,Oncology,DM,19,6,13,487,True
366,DOC0366,Eric,Phillips,Dr. Eric Phillips,Female,Oncology,MS,17,18,11,578,False
367,DOC0367,Terri,Moore,Dr. Terri Moore,Female,Dermatology,MBBS,13,8,10,723,True
368,DOC0368,Richard,Garcia,Dr. Richard Garcia,Female,Gastroenterology,MRCP,14,13,13,633,True
369,DOC0369,Lauren,Smith,Dr. Lauren Smith,Male,Cardiology,MCh,12,14,2,290,True
370,DOC0370,Jennifer,Beck,Dr. Jennifer Beck,Female,Ophthalmology,FRCS,36,11,11,669,True
371,DOC0371,James,Sheppard,Dr. James Sheppard,Non-binary,Nephrology,PhD,23,13,12,195,True
372,DOC0372,Reginald,Johnson,Dr. Reginald Johnson,Male,Neurology,MRCP,36,1,4,206,True
373,DOC0373,Steven,Delacruz,Dr. Steven Delacruz,Male,Ophthalmology,FACC,39,7,9,318,False
374,DOC0374,Scott,Anderson,Dr. Scott Anderson,Male,Cardiology,DO,26,9,12,454,True
375,DOC0375,Thomas,Peters,Dr. Thomas Peters,Male,Pulmonology,DM,33,8,10,202,True
376,DOC0376,Karen,Baker,Dr. Karen Baker,Female,Dermatology,MCh,5,19,4,725,True
377,DOC0377,Joshua,Rodriguez,Dr. Joshua Rodriguez,Male,Gastroenterology,MRCP,38,18,10,252,True
378,DOC0378,Michael,Reyes,Dr. Michael Reyes,Male,ICU,MCh,19,15,12,343,True
379,DOC0379,Maria,Stewart,Dr. Maria Stewart,Female,Rheumatology,PhD,28,8,1,503,True
380,DOC0380,William,Acosta,Dr. William Acosta,Female,Emergency,MD,10,2,9,372,True
381,DOC0381,William,Collins,Dr. William Collins,Female,Pulmonology,FACC,4,16,8,352,True
382,DOC0382,Carol,Santos,Dr. Carol Santos,Female,ICU,DO,35,18,6,788,True
383,DOC0383,Hannah,Vasquez,Dr. Hannah Vasquez,Female,Endocrinology,DM,18,10,1,376,True
384,DOC0384,Patricia,Barton,Dr. Patricia Barton,Female,ENT,PhD,6,17,2,134,True
385,DOC0385,Sara,Michael,Dr. Sara Michael,Female,Obstetrics,MCh,26,19,12,597,True
386,DOC0386,Rachel,Nelson,Dr. Rachel Nelson,Male,Emergency,MD,3,11,13,579,True
387,DOC0387,Nichole,Olson,Dr. Nichole Olson,Female,Gastroenterology,MRCP,18,5,7,214,True
388,DOC0388,Sandra,Carlson,Dr. Sandra Carlson,Male,Ophthalmology,MRCP,28,1,15,687,True
389,DOC0389,Jorge,Ramirez,Dr. Jorge Ramirez,Male,Rheumatology,MRCP,29,16,14,343,True
390,DOC0390,Matthew,Baker,Dr. Matthew Baker,Male,Nephrology,DM,18,12,10,163,True
391,DOC0391,Megan,Holloway,Dr. Megan Holloway,Female,Endocrinology,MS,15,4,9,179,False
392,DOC0392,Christian,Davis,Dr. Christian Davis,Female,Gastroenterology,MBBS,33,2,15,585,True
393,DOC0393,Tricia,Williams,Dr. Tricia Williams,Male,Radiology,FRCS,8,20,10,212,True
394,DOC0394,Charles,Turner,Dr. Charles Turner,Female,Obstetrics,DM,3,7,15,402,True
395,DOC0395,Lori,Sanders,Dr. Lori Sanders,Male,Dermatology,MRCP,7,7,15,600,True
396,DOC0396,Michael,Fisher,Dr. Michael Fisher,Female,Ophthalmology,MRCP,32,13,3,689,True
397,DOC0397,Juan,Kim,Dr. Juan Kim,Female,Pulmonology,MD,19,8,10,417,True
398,DOC0398,Aaron,Barber,Dr. Aaron Barber,Female,Psychiatry,FACC,2,19,11,730,True
399,DOC0399,Lauren,Jenkins,Dr. Lauren Jenkins,Female,Cardiology,MD,7,14,13,276,True
400,DOC0400,Hailey,French,Dr. Hailey French,Male,Psychiatry,MCh,2,8,6,704,True
401,DOC0401,Donna,Lawrence,Dr. Donna Lawrence,Male,Gastroenterology,MCh,32,6,13,237,True
402,DOC0402,Donald,Chapman,Dr. Donald Chapman,Female,ICU,FACC,18,18,8,98,True
403,DOC0403,Jennifer,Fernandez,Dr. Jennifer Fernandez,Female,Dermatology,DO,3,12,6,594,True
404,DOC0404,David,Martin,Dr. David Martin,Male,Dermatology,MRCP,9,19,3,617,True
405,DOC0405,Patrick,Grant,Dr. Patrick Grant,Male,Orthopedics,PhD,25,7,5,744,True
406,DOC0406,Douglas,King,Dr. Douglas King,Male,Ophthalmology,MRCP,24,1,15,741,True
407,DOC0407,Kevin,Perez,Dr. Kevin Perez,Male,Endocrinology,MRCP,32,18,11,126,True
408,DOC0408,Kerri,Murphy,Dr. Kerri Murphy,Male,ENT,MRCP,2,5,11,516,True
409,DOC0409,Teresa,Kennedy,Dr. Teresa Kennedy,Male,Neurology,MCh,3,17,14,578,True
410,DOC0410,Ashley,Barajas,Dr. Ashley Barajas,Female,Pediatrics,DM,2,15,5,500,True
411,DOC0411,Shannon,Hall,Dr. Shannon Hall,Male,ENT,FACC,16,5,10,64,False
412,DOC0412,David,Powell,Dr. David Powell,Male,Cardiology,FRCS,29,16,6,83,True
413,DOC0413,Edward,Shepherd,Dr. Edward Shepherd,Male,Gastroenterology,FACC,26,2,13,552,True
414,DOC0414,Peter,Mitchell,Dr. Peter Mitchell,Male,Obstetrics,PhD,9,8,7,692,True
415,DOC0415,Sarah,Wilson,Dr. Sarah Wilson,Female,Rheumatology,FACC,26,8,13,184,True
416,DOC0416,Angela,Peters,Dr. Angela Peters,Male,ENT,FRCS,26,14,12,84,True
417,DOC0417,Stanley,Craig,Dr. Stanley Craig,Female,ENT,FRCS,8,11,12,353,True
418,DOC0418,Lauren,Avery,Dr. Lauren Avery,Female,Emergency,MD,30,13,14,285,True
419,DOC0419,Ronald,Hamilton,Dr. Ronald Hamilton,Male,Pulmonology,PhD,17,10,12,787,False
420,DOC0420,Sophia,Ferguson,Dr. Sophia Ferguson,Female,Endocrinology,FRCS,3,15,5,744,True
421,DOC0421,Joel,Baker,Dr. Joel Baker,Female,ICU,FRCS,16,4,8,468,True
422,DOC0422,Jennifer,Stone,Dr. Jennifer Stone,Male,Cardiology,FACC,31,15,8,762,True
423,DOC0423,Daniel,Roberts,Dr. Daniel Roberts,Male,ICU,DM,28,2,1,221,False
424,DOC0424,Frederick,Booth,Dr. Frederick Booth,Female,Pathology,DM,11,2,9,793,True
425,DOC0425,Lauren,Lloyd,Dr. Lauren Lloyd,Female,Orthopedics,FACC,30,15,7,385,True
426,DOC0426,Jennifer,Gilmore,Dr. Jennifer Gilmore,Male,Urology,FACC,16,4,6,407,True
427,DOC0427,Willie,Sanders,Dr. Willie Sanders,Female,Psychiatry,MD,18,16,2,87,True
428,DOC0428,Clinton,Jordan,Dr. Clinton Jordan,Male,Orthopedics,DM,4,3,8,183,True
429,DOC0429,Jillian,Garcia,Dr. Jillian Garcia,Female,Cardiology,FACC,39,3,9,195,True
430,DOC0430,James,Cook,Dr. James Cook,Male,ENT,MD,33,19,2,415,True
431,DOC0431,Anthony,Singleton,Dr. Anthony Singleton,Male,Rheumatology,FRCS,8,4,10,192,True
432,DOC0432,Michael,Harris,Dr. Michael Harris,Female,Oncology,MD,22,19,3,126,True
433,DOC0433,Nancy,Lee,Dr. Nancy Lee,Female,Rheumatology,MD,31,7,3,503,True
434,DOC0434,Nicole,Hodges,Dr. Nicole Hodges,Female,Rheumatology,FRCS,20,16,7,704,True
435,DOC0435,Charles,Nelson,Dr. Charles Nelson,Male,ICU,DO,9,19,6,102,True
436,DOC0436,Beth,George,Dr. Beth George,Male,Pediatrics,PhD,38,3,14,470,True
437,DOC0437,Joshua,Harrison,Dr. Joshua Harrison,Female,Pulmonology,MRCP,11,7,2,770,True
438,DOC0438,Elizabeth,Skinner,Dr. Elizabeth Skinner,Female,ICU,DM,14,12,6,353,True
439,DOC0439,Mary,Kramer,Dr. Mary Kramer,Male,Rheumatology,PhD,15,18,12,187,True
440,DOC0440,Danny,Thomas,Dr. Danny Thomas,Female,Urology,DO,35,4,4,109,True
441,DOC0441,John,Jenkins,Dr. John Jenkins,Male,Oncology,FRCS,20,4,15,752,True
442,DOC0442,Eric,Cantu,Dr. Eric Cantu,Male,Neurology,DM,29,8,12,353,True
443,DOC0443,Kayla,Lara,Dr. Kayla Lara,Male,Emergency,DO,36,5,15,128,True
444,DOC0444,Dawn,Stevens,Dr. Dawn Stevens,Male,Neurology,MCh,37,6,15,699,True
445,DOC0445,Christine,Underwood,Dr. Christine Underwood,Male,Oncology,PhD,34,3,2,651,True
446,DOC0446,Joshua,Rivera,Dr. Joshua Rivera,Female,Neurology,MRCP,36,17,7,577,True
447,DOC0447,Jason,Olsen,Dr. Jason Olsen,Male,Psychiatry,DM,37,16,12,113,True
448,DOC0448,Erin,Powell,Dr. Erin Powell,Male,Pulmonology,DO,39,3,1,111,True
449,DOC0449,Robert,Chapman,Dr. Robert Chapman,Male,Gastroenterology,FACC,26,11,7,214,True
450,DOC0450,Bryan,Matthews,Dr. Bryan Matthews,Male,Ophthalmology,FRCS,6,13,11,169,False
451,DOC0451,Michelle,Hudson,Dr. Michelle Hudson,Male,Obstetrics,FACC,5,13,12,448,True
452,DOC0452,Brittany,Garcia,Dr. Brittany Garcia,Female,Obstetrics,PhD,32,20,7,344,True
453,DOC0453,Nicole,Flores,Dr. Nicole Flores,Male,Pediatrics,MS,13,13,13,623,True
454,DOC0454,Frank,Black,Dr. Frank Black,Female,Obstetrics,FACC,32,14,11,126,True
455,DOC0455,Kristen,Brown,Dr. Kristen Brown,Female,Oncology,DO,37,1,1,595,True
456,DOC0456,Shannon,Phillips,Dr. Shannon Phillips,Male,Pulmonology,MS,26,2,5,750,True
457,DOC0457,Monica,Monroe,Dr. Monica Monroe,Female,ICU,DM,30,13,15,147,False
458,DOC0458,Amanda,Parsons,Dr. Amanda Parsons,Female,Gastroenterology,MS,11,19,1,539,True
459,DOC0459,Rachel,Kramer,Dr. Rachel Kramer,Female,Emergency,MRCP,17,8,2,431,True
460,DOC0460,Jillian,Morales,Dr. Jillian Morales,Female,Nephrology,MBBS,38,13,6,121,True
461,DOC0461,Michael,Price,Dr. Michael Price,Female,Ophthalmology,FRCS,32,5,15,269,True
462,DOC0462,Amanda,Hernandez,Dr. Amanda Hernandez,Female,Dermatology,PhD,8,10,11,641,True
463,DOC0463,Olivia,Coffey,Dr. Olivia Coffey,Female,Emergency,MBBS,37,16,3,701,True
464,DOC0464,James,Lozano,Dr. James Lozano,Male,Endocrinology,DO,20,14,6,326,True
465,DOC0465,Christopher,Murphy,Dr. Christopher Murphy,Female,Oncology,FRCS,33,3,15,129,True
466,DOC0466,Joel,Anderson,Dr. Joel Anderson,Female,ICU,FRCS,21,18,4,233,True
467,DOC0467,Justin,Flores,Dr. Justin Flores,Female,Radiology,PhD,24,19,9,682,True
468,DOC0468,Teresa,Baker,Dr. Teresa Baker,Male,Pathology,DM,7,10,7,477,True
469,DOC0469,Jonathan,Reyes,Dr. Jonathan Reyes,Male,Endocrinology,MD,14,7,12,372,True
470,DOC0470,Barbara,Leonard,Dr. Barbara Leonard,Male,Cardiology,MBBS,29,11,12,60,False
471,DOC0471,Eric,Chapman,Dr. Eric Chapman,Male,Pediatrics,DM,33,17,13,637,True
472,DOC0472,Melissa,Cook,Dr. Melissa Cook,Male,Orthopedics,DO,4,10,2,399,True
473,DOC0473,Karina,Carter,Dr. Karina Carter,Male,Pathology,MBBS,3,1,7,458,True
474,DOC0474,Jose,Freeman,Dr. Jose Freeman,Male,Pulmonology,FACC,28,2,11,682,True
475,DOC0475,Kevin,Allen,Dr. Kevin Allen,Male,Oncology,PhD,18,17,7,471,True
476,DOC0476,Gloria,Payne,Dr. Gloria Payne,Male,Radiology,MS,34,16,11,746,True
477,DOC0477,Clinton,Walker,Dr. Clinton Walker,Female,Psychiatry,FACC,3,16,10,469,True
478,DOC0478,Jessica,Marshall,Dr. Jessica Marshall,Male,Rheumatology,MD,14,3,6,306,True
479,DOC0479,Julie,Little,Dr. Julie Little,Male,Cardiology,FACC,2,4,2,742,True
480,DOC0480,Evan,Schroeder,Dr. Evan Schroeder,Male,Urology,MS,28,8,15,531,True
481,DOC0481,Lindsay,Banks,Dr. Lindsay Banks,Male,Cardiology,DM,34,5,13,620,True
482,DOC0482,Bradley,Johnson,Dr. Bradley Johnson,Male,Gastroenterology,MCh,7,8,14,220,True
483,DOC0483,Christian,Peters,Dr. Christian Peters,Female,ENT,FACC,13,12,5,553,True
484,DOC0484,Michael,Maddox,Dr. Michael Maddox,Female,Psychiatry,MS,33,6,5,470,True
485,DOC0485,Natalie,Fowler,Dr. Natalie Fowler,Male,Pediatrics,FACC,2,3,5,128,True
486,DOC0486,Todd,Hanson,Dr. Todd Hanson,Female,Emergency,DM,38,9,1,240,True
487,DOC0487,Brian,Fisher,Dr. Brian Fisher,Male,Psychiatry,MS,35,15,3,733,True
488,DOC0488,Richard,Turner,Dr. Richard Turner,Male,Ophthalmology,DO,6,13,5,478,True
489,DOC0489,Angela,Padilla,Dr. Angela Padilla,Male,Emergency,DO,6,7,15,630,True
490,DOC0490,Richard,Hernandez,Dr. Richard Hernandez,Male,Cardiology,DM,27,7,4,178,True
491,DOC0491,Stanley,Gallegos,Dr. Stanley Gallegos,Female,Obstetrics,MD,1,12,8,213,True
492,DOC0492,Jessica,Vaughn,Dr. Jessica Vaughn,Female,Urology,DM,20,4,9,755,True
493,DOC0493,Lindsay,Rush,Dr. Lindsay Rush,Female,Obstetrics,PhD,3,17,6,365,True
494,DOC0494,Diane,Lozano,Dr. Diane Lozano,Male,Rheumatology,MBBS,21,18,14,715,True
495,DOC0495,Allison,Kelly,Dr. Allison Kelly,Female,Ophthalmology,MBBS,14,1,2,656,True
496,DOC0496,Martha,Fisher,Dr. Martha Fisher,Male,Psychiatry,FACC,28,20,14,302,True
497,DOC0497,Amber,Munoz,Dr. Amber Munoz,Male,Cardiology,MBBS,35,1,12,762,True
498,DOC0498,Alexis,Davis,Dr. Alexis Davis,Male,ENT,MCh,20,10,5,632,True
499,DOC0499,Ronald,Lee,Dr. Ronald Lee,Female,Psychiatry,FRCS,26,14,12,145,True
500,DOC0500,Anthony,Johnson,Dr. Anthony Johnson,Non-binary,Pathology,DM,24,7,7,121,True
501,DOC0501,James,Evans,Dr. James Evans,Male,Pulmonology,MCh,39,5,15,144,True
502,DOC0502,Mark,Smith,Dr. Mark Smith,Female,Ophthalmology,MBBS,10,1,1,605,True
503,DOC0503,Nicole,Hensley,Dr. Nicole Hensley,Female,Rheumatology,FRCS,10,15,1,157,True
504,DOC0504,David,Thornton,Dr. David Thornton,Female,Pulmonology,DO,15,1,9,261,True
505,DOC0505,Samantha,Wilson,Dr. Samantha Wilson,Male,Cardiology,MRCP,29,10,14,375,True
506,DOC0506,Krista,Turner,Dr. Krista Turner,Female,Urology,MRCP,34,8,1,151,True
507,DOC0507,Grace,Thomas,Dr. Grace Thomas,Female,Nephrology,DM,11,20,12,297,True
508,DOC0508,Sara,Brock,Dr. Sara Brock,Female,Neurology,MBBS,5,19,15,558,True
509,DOC0509,Danny,Spencer,Dr. Danny Spencer,Male,Ophthalmology,DM,24,17,8,779,True
510,DOC0510,Kayla,Preston,Dr. Kayla Preston,Female,Pediatrics,MD,24,15,14,402,True
511,DOC0511,Janice,Bass,Dr. Janice Bass,Male,ENT,PhD,15,11,12,610,True
512,DOC0512,Cindy,Pena,Dr. Cindy Pena,Female,Pulmonology,MD,8,7,4,447,True
513,DOC0513,Rachel,Wheeler,Dr. Rachel Wheeler,Male,Radiology,FACC,34,4,13,399,True
514,DOC0514,Karen,Harrison,Dr. Karen Harrison,Male,Neurology,DO,34,20,11,440,True
515,DOC0515,Robert,Williams,Dr. Robert Williams,Male,Cardiology,MS,30,8,1,768,True
516,DOC0516,Kara,Smith,Dr. Kara Smith,Male,Endocrinology,FACC,23,9,9,94,True
517,DOC0517,Steven,Morris,Dr. Steven Morris,Male,Pathology,FRCS,11,3,10,435,True
518,DOC0518,Ryan,Harrison,Dr. Ryan Harrison,Male,Ophthalmology,MCh,16,6,13,88,False
519,DOC0519,Trevor,Landry,Dr. Trevor Landry,Male,Pediatrics,MD,3,13,12,706,True
520,DOC0520,Melissa,Carlson,Dr. Melissa Carlson,Male,Rheumatology,DM,10,9,8,500,True
521,DOC0521,Donna,Johnson,Dr. Donna Johnson,Female,Rheumatology,PhD,18,12,5,85,True
522,DOC0522,Kayla,Martin,Dr. Kayla Martin,Female,Orthopedics,FRCS,18,5,3,517,True
523,DOC0523,Richard,Vaughn,Dr. Richard Vaughn,Female,Urology,MS,4,2,2,376,True
524,DOC0524,Rachel,Smith,Dr. Rachel Smith,Male,Rheumatology,FRCS,38,18,10,85,True
525,DOC0525,Erin,Hernandez,Dr. Erin Hernandez,Male,Radiology,MS,11,9,15,783,True
526,DOC0526,Marco,Mcintyre,Dr. Marco Mcintyre,Female,Neurology,MS,20,8,2,333,True
527,DOC0527,Mike,Chapman,Dr. Mike Chapman,Male,ENT,MCh,19,6,11,67,True
